M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene 402,0,18.5114575958221,14.2127588067699,10.6002077365575,0,12.3184851698817,0,13.4395907491575,13.9505823218901,0,0,0,14.6500135807934,0,0,0,16.0838739072685,0,0,0,0,0,0,12.771127103487,12.0667862786085,0,15.5075370902164,0,0,0,7.6630350040761,15.6491217811787,13.4374799818876,14.5042744151716,12.7805295388805,12.8824693322393,14.455063856035,16.6425472560718,0,15.8505804940722,7.17793488087982,11.1065851070931,16.372492055448,12.4277071923261,0,0,14.127905591459,11.5598820880135,9.43099178966251,0,0,0,0,9.06962526287052,15.3656742320807,0,11.2995543098645,0,0,0,13.2706908850041,0,0,11.7059267896125,16.1831481503824,0,0,0,15.9637963902588,0,18.2816790268302,4.50611954461789,18.7164956877753,0,12.072884026979,0,10.2767089757535,16.1372879933544,0,5.27259181569954,0,14.1128349620831,0,13.5629282834674,10.6661821693078,0,0,0,13.9729078441178,0,0,15.2621005747307,0,4.99940841854536,11.0687269209097,0,11.4493440208261,0,0,4.76684417313116
gene 403,18.1673736690358,0,13.0868556229317,17.8359752003699,22.1327526137558,0,0,0,0,0,16.6768588174558,0,19.9740704453586,0,20.7827376601148,22.004112371816,0,20.1142429326476,16.363978424748,17.1349202476857,0,18.0924434117889,16.6787757005825,0,22.6773960540598,0,17.3020101408556,0,0,17.5792079192559,0,0,0,19.1778314878554,18.2956538485007,0,23.8710746739917,0,0,0,21.5338046426395,19.9461934332473,0,0,21.9536514768328,18.2439914116106,21.3775317106344,18.2790227985159,0,20.181748157636,19.3112039038479,0,17.8524456367563,0,20.9355408181292,0,17.867380417076,0,16.0261613192661,20.682223724212,13.2706908850041,18.529157330817,0,0,21.2883629876481,16.8733542280315,14.9183559477106,17.943552107806,19.6426360494962,13.6689596931226,0,11.648150046604,0,19.0783540111772,0,0,21.002833034368,0,0,0,16.8362715533628,0,14.6981135936459,0,0,0,16.4463013907827,17.5318004027196,17.6318466055318,19.8621175035329,0,18.3311067983312,17.198813028171,0,20.2500455245178,0,0,0,19.6299813938376,0
gene 404,0,0,0,0,0,0,0,25.7811109455061,0,0,23.6546146062859,16.4386102770413,23.1078236458712,0,0,22.004112371816,24.4042038344603,23.6770397963769,0,0,28.5174952768027,0,0,31.0424792706216,0,24.2240007389504,23.4399296143352,0,20.5242824222273,23.0490575844265,25.902889518753,28.0493558285307,0,23.8370886081039,28.3198911185287,0,18.8247843460212,26.4363799764929,26.3714565561325,23.374865794469,22.6438634277275,21.0099732980003,26.5221386012905,0,0,0,0,0,0,25.3991022354631,0,24.8125824983485,0,0,0,24.3031526479498,24.0063414097737,0,24.0562591961102,24.8830990972821,24.2467131051916,30.6504679141024,25.6120950080163,0,0,25.4090734151564,0,0,28.1510054381214,0,0,0,0,25.5836480972788,0,0,0,0,0,0,0,0,0,0,24.2794180528588,0,0,27.3125444965242,0,24.8838429637694,26.6603580661615,0,30.3018922452565,0,0,0,26.9202611818978,24.6880499711869,22.9268342549197,0
gene 405,0,0,25.967953605976,24.6173363373193,0,0,26.756428219551,0,0,0,24.7267002612588,0,0,0,0,24.4967987889212,27.9316081012325,0,22.234257708724,22.7267699787374,0,29.1116645625219,0,26.7199888281245,0,0,0,26.4176849734402,0,0,0,0,0,0,24.01875059705,24.7444180580249,21.7961256438448,0,0,0,21.0309690678531,26.5695195091996,0,26.9992224204169,22.9659182562416,0,0,0,0,0,28.3991831927972,0,0,0,0,0,0,20.9871052163928,0,26.4689056656201,22.7249218272589,23.6615376556146,0,26.0640127951967,25.7527157031641,0,28.065685185583,24.4604305508017,0,0,0,0,23.9373301271902,25.0146697302566,0,26.3212082690925,0,27.4509268084798,26.6922969902051,29.1234875630155,0,29.1941146939732,0,22.8055852248012,25.6555005181306,31.6626955257205,18.1663939777938,0,21.8379073496083,28.2618914415135,26.1202832443716,0,0,0,0,27.1497928070122,0,26.2735780842624,0,22.9159117983837
gene 406,20.8552745981431,29.6564655954306,0,24.2959906850881,27.6732791081515,28.484372238794,24.5759743962193,0,28.0460015118622,0,0,22.211698513088,0,24.0500342859121,0,24.3042237484059,22.809993089987,0,25.8244795871871,0,31.3658552498917,0,0,28.8647824416482,0,0,0,0,0,24.5179801960548,25.7306537294996,26.587388500424,0,0,24.7209186502996,21.8193616858297,0,0,27.0107976568042,21.0005572555092,21.5338046426395,25.6270241253336,23.2343978309405,23.8683146660121,0,0,24.6937380584443,0,23.3614923638174,0,0,27.4995530539611,28.4972736411286,23.623894925327,20.0106693841667,22.0019985079571,26.7927160688707,0,0,30.1768802304061,0,28.5256719816357,0,26.4572599835585,25.526074186328,0,21.8420515827815,0,27.1220112223773,22.8538173799846,0,20.6603891358398,0,23.3749130442447,26.2231041162993,0,24.1525255207044,0,0,29.1234875630155,0,0,0,25.5157389147061,0,0,0,25.6643180159139,0,0,0,20.8085999608548,0,16.6076752833823,21.5640062720546,21.3464303557169,24.1957012473306,0,29.4658159878426,0
gene 407,0,55.1220042513829,0,0,0,0,45.112340209939,42.8631379864996,48.7755615128247,51.8161215063186,46.022650135635,46.2278976491502,43.8857086656135,0,45.9840654401434,46.747077138217,46.0358019273008,48.2702234945006,43.8673770232939,0,0,0,53.6027873993799,53.7272122494677,45.5520704684163,47.5476774984285,39.4962084318723,49.3651575651253,56.4201443923679,45.9500656527037,46.3417292979256,45.9302217452414,0,0,44.703624070272,46.0668741925961,0,0,44.2870295876362,42.528771658307,43.6584779491319,47.2867046809656,0,0,0,0,0,45.0512869780116,44.2488190694719,47.0485141996629,0,0,49.3942822848436,45.4495601554116,52.3104107791021,0,0,0,41.8285574331485,47.3397145710527,46.4361912589884,55.1616736371019,47.4346474185613,49.8384244824179,46.4474083798484,0,0,0,0,47.6057643152041,0,0,0,50.6717891485582,44.4607859601592,0,0,47.1509868130935,54.0725796029539,0,48.2603711945476,51.9905736920632,46.2649041697253,0,0,46.5282446530664,44.5559120765022,0,42.1331519518728,45.8186921506808,46.2129325647971,0,0,45.0368138910447,43.9711961255481,0,0,0,0,0
gene 408,13.7827582058946,8.83220987480844,10.1253736712086,0,0,0,17.9215513286182,0,0,0,15.2812362083344,0,19.6320719682197,0,15.7987780798042,18.0404952523748,0,0,19.3347234805374,0,20.1540865188019,16.9140900986194,21.2986199125485,11.0004501272952,17.2739121759894,0,0,0,0,23.3160475225024,4.83483678673119,0,19.1756187303128,14.5042744151716,11.4800391091111,0,0,0,0,0,0,19.9461934332473,0,0,14.9856984896724,15.3966904724988,0,0,18.861983579325,12.5107914814877,0,0,0,17.2656411929041,0,0,0,0,17.7023121223254,18.9780068492746,0,0,0,5.04146825880942,0,0,0,0,0,18.9568351223828,0,0,22.9315620696847,17.6785448051933,0,0,10.2767089757535,0,0,0,0,0,4.42457307136391,0,0,0,0,0,20.7193580222033,0,19.1166345612018,14.4439700318965,0,22.9221001248202,0,0,14.7928922252627,18.3793526128665,0,20.6019577558057
gene 409,14.7285525933351,22.7774030319188,0,19.0367959104685,23.1034852457475,15.8304509101649,0,18.6806951580216,0,0,0,0,19.9740704453586,0,0,11.002056185908,0,0,20.4438028828297,0,0,14.6678055500476,0,0,0,11.0558818101396,0,0,19.8056050926646,0,0,19.6439123009269,21.3834538573591,22.0249428872523,16.424222839171,19.8325853639205,13.5268315549656,20.508185032095,12.6381492917552,20.0137280909098,0,0,18.667406669344,25.1582676573244,0,0,14.127905591459,18.99661645387,0,0,17.6951230175988,15.8363370149727,17.8524456367563,0,0,0,0,0,15.5260433181541,0,10.9760222201874,0,0,0,20.4208593490623,16.2026817246829,0,20.2201014604314,12.4222481219498,12.278066521464,0,22.5305977230895,0,20.261875831226,18.6817163090155,14.2159261316755,21.4265528452706,0,0,15.8177754470986,16.2467334428046,21.3547277036784,12.421346989897,13.5629282834674,18.77647433228,0,18.5328902980025,15.5021126178302,14.6429316509152,17.3022181437548,0,0,0,0,19.4851038190139,17.7278266810532,16.3803080959137,0,0,19.4842984277043
gene 410,34.1417487006368,30.048710406649,0,0,22.7940897866775,22.9091641744139,0,24.0011021197985,0,0,25.2986489903262,21.580801849217,35.3598306370414,24.1888943665139,24.9197979015527,0,22.809993089987,23.0568176830681,0,23.4532938637315,0,0,43.2281810794898,29.8456774058002,34.3865088154558,23.8075456222859,31.9550529032877,0,0,36.4564135300453,25.1868567709034,23.966300078102,32.9855959793303,30.4141582525899,0,0,33.8362583859637,27.5296847867324,0,0,0,35.5223926647505,0,0,0,0,23.0736473117876,21.7247590531076,34.8988165999297,0,0,26.3938950249545,0,23.7983679768206,0,21.3153964393107,23.263554316396,0,0,0,0,15.3252339570512,0,0,36.3437235900874,24.3874660466309,23.0928998696795,22.5182091506248,20.769377948399,38.1226913105072,0,22.1110356161733,35.3355698151023,25.5836480972788,34.403885461835,22.0055721866539,38.4544983855485,0,25.3408089288237,25.8720311949385,0,26.932913486598,27.0276128172286,0,0,0,0,24.6689639948689,31.3800192470202,0,0,24.2870258296962,0,0,0,0,0,0,0,34.9453384041496
gene 411,27.9864087312592,0,0,27.2878428182882,26.0510933238072,0,0,26.2429557302856,28.0460015118622,29.5259650853817,0,0,0,0,0,0,26.9039263699051,29.3377804024493,0,0,33.3189880365941,0,0,32.2202138917721,27.2283397410678,29.9280000159959,0,0,30.2594763078203,26.2712707897119,25.902889518753,27.7122787866331,24.9368354710041,26.579212138139,28.8388799072622,0,24.7147045152051,32.5567757610362,0,0,29.8217983086072,0,28.1779929492998,0,0,26.3240336297136,0,0,24.7465806460152,0,0,0,26.7976248938658,29.5116293371597,29.1970332295233,33.7269901462549,26.5164791508338,0,0,26.7039184171015,0,30.6504679141024,0,0,28.664300003118,27.8038560154063,0,28.8720908576787,27.5259889029434,28.3300676062042,28.5901125683345,24.8898304860963,29.7610520002787,31.5620334802863,29.0008115526855,0,32.2966246994012,0,32.3415799897677,0,0,27.4450718059316,26.2409807171133,0,26.3122028430596,29.3122092635384,0,0,0,26.52266977619,0,0,28.8747671354027,0,0,31.3933575401862,30.1209146481671,30.1519720519937,0,29.6918080802808
gene 412,0,24.0839615956263,0,0,0,25.1872701564338,22.0521296622389,24.0011021197985,0,26.4824452862714,0,27.4089027960801,20.9059343863474,20.0785606256767,24.9197979015527,0,0,0,0,0,23.7030449890148,0,0,0,0,0,25.2114488651059,29.0265275010423,23.4011490293987,0,23.4875452244838,0,24.045711474818,22.5730385441466,19.7767349202395,23.5373983684753,17.2736206231383,0,22.7088514765273,0,22.4364289293102,28.0207490582411,0,23.5090978683795,24.6274903657985,21.0741048665926,23.6547819637886,25.3669320494812,24.923292465577,0,0,27.70264957768,0,0,0,24.7934544671128,0,20.9871052163928,24.3166360153176,24.5835582823706,23.8454334840834,21.9254529693435,24.4831929263139,23.9716144163668,25.0507306735395,26.3009916121345,25.2988605121746,24.2451620274197,0,0,0,27.3345230605172,0,19.6928974642037,21.6888009793094,26.0239259811453,0,24.473030380282,30.3852094702647,22.787762701145,27.5111828278725,30.4947959866295,0,22.3978030866653,0,23.8713608177275,24.5490189272989,0,0,0,26.1202832443716,22.3585732125144,24.8762708124638,0,0,26.9199519389184,26.5893234931909,22.1124797076081,26.9878199679881,24.2511426008356
gene 413,24.976988007998,18.5114575958221,0,0,0,21.2511563494479,0,0,22.4789259670419,0,0,19.1994727677765,0,0,0,22.5302151137509,20.4303503080105,0,0,0,29.4732957745783,18.0924434117889,0,0,0,15.0936268182125,19.7867868921435,21.6020144088812,28.0924579766124,0,19.3393471469247,0,19.4358988913344,0,0,19.1350692877288,13.5268315549656,0,20.3641694471788,0,22.2221921003518,18.6880089007807,23.037703358719,26.516454688825,0,0,21.7499367885019,0,19.6632642260555,22.4754968182631,20.6565568592072,20.0981852271064,22.6768575976473,18.5358781230243,0,22.6376927324885,0,20.6712504594524,19.0226008108671,18.9780068492746,16.3531327257675,13.2004380245846,21.0886745203033,18.0734746564077,0,0,25.2988605121746,0,23.8077944246017,23.2260273774237,23.5612914280675,20.0947319746286,21.3399667714277,0,15.5148295669086,0,23.243664878094,0,0,25.0705809284792,0,0,19.1226866650097,20.4509154652742,21.0618258936693,18.2558216721604,0,18.0965269588442,17.6318466055318,0,20.2132039356912,17.8163467978899,22.1770259972317,22.2945199761428,0,22.2532534079629,20.1551324284608,0,21.2190797732531,0
gene 414,24.5475876555586,0,27.8035323738608,22.4012361832135,0,0,26.756428219551,24.0011021197985,20.3118196443561,29.3564667267764,0,28.3200907716251,0,25.4316862698473,0,28.1017769479612,0,0,0,25.6073044846336,0,23.5044490689351,0,26.4415340321509,0,0,0,30.2113052305978,24.3198259333334,0,0,0,24.6176851115906,0,0,0,0,0,24.4279565535844,21.5231608455856,0,27.6542429691803,0,0,22.2211479302802,0,24.6937380584443,0,25.0955300840285,0,0,0,24.9418480138681,0,24.6227498834423,27.6113447971307,0,0,22.3903261213624,25.4490847866194,25.1573686335695,0,0,0,23.7078835221656,0,26.2831705426021,24.8720595660646,0,0,26.0551570817186,0,0,0,0,26.4651381194766,0,26.5200120541821,0,24.1746357565918,0,0,15.8619285425402,27.6164930416964,21.5922906570346,0,24.8219086215032,21.1358363439588,0,24.8838429637694,0,0,24.8762708124638,0,25.3698505585647,0,0,26.4135197847415,26.0299257467106,23.3903828438685
gene 415,0,0,0,0,0,0,0,11.580279370537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 416,7.78140118344516,0,0,10.6002077365575,0,0,10.6510670098258,8.95972716610497,4.96929768739937,0,9.64138659519164,16.913563932213,4.62156472917422,12.294025521792,0,14.2149830696308,11.2354785061874,12.0304092455395,0,15.1511799858249,0,9.77853703336509,0,0,16.7348564247874,15.8173909345968,0,0,0,0,4.83483678673119,0,8.4781059335937,0,0,4.58882816384233,0,11.8563898887953,13.5053988284021,8.32629519367532,13.5863180566364,0,11.8055008938517,0,16.9477723000213,9.97221258777133,16.7174752780407,0,10.9490423995347,0,0,0,11.2019376733036,0,0,0,0,9.41245746596106,0,0,9.45423094225477,10.4610996310301,5.27216863007583,0,0,0,15.7633564996878,0,0,8.38108426386232,0,0,0,5.32177226605284,10.8444004896547,12.249211987801,0,5.09074756847935,0,8.35686030949304,0,12.994847523274,13.2737192140917,0,13.7810238733838,5.2771159209534,10.3196193330847,11.3550922501542,0,0,0,0,0,14.0351138311796,7.55558156128672,8.45832290951679,0,0,0,0
gene 417,0,12.9389535960178,17.5140189143482,9.13052196568709,0,0,0,4.47986358305249,0,5.34545739149432,17.2820046993588,16.913563932213,15.3525057161844,13.8817997552426,0,16.3919206298248,0,0,0,0,9.61594304757938,0,0,0,0,0,0,0,5.7251037962318,0,12.4978717908073,0,0,13.0986649929249,0,0,0,0,0,9.66652936826018,0,0,0,0,9.45492305518518,0,16.7174752780407,0,12.1893800604434,17.9095169429201,0,0,0,10.5295088539796,5.12189141069356,0,0,0,0,5.29378113312401,0,13.2004380245846,16.7123791522973,17.4406146988816,0,4.87749320932616,0,0,7.61666656380948,0,0,9.01223908923579,0,0,4.67042907725389,12.249211987801,11.9308896468916,0,9.63188351738535,0,4.69635918087735,18.0219407672373,0,0,10.6661821693078,0,0,7.75105630891507,0,0,0,7.63105028736536,5.42562143279274,0,0,13.794930498446,7.81539315141698,0,13.7126313784175,0
gene 418,0,0,0,0,0,0,15.8689832243937,17.5023369022368,22.16024322961,19.1632642977098,22.9218543125016,24.3966770507686,24.2536366973939,0,0,0,0,27.7108152718854,0,23.4532938637315,19.2318860951588,14.6678055500476,18.8328407182567,29.0709017556448,0,0,0,0,24.7434869430805,19.1578132502564,0,18.8434202477332,16.561516170265,16.1569400648146,15.6726916176412,22.733955558307,18.8247843460212,17.784584833193,20.0754675192278,10.7615804227928,16.758450320025,18.2118953501849,0,25.1582676573244,0,0,23.6547819637886,0,16.3129355961336,0,0,26.6282417701689,28.6123201482416,0,0,0,22.599108619729,0,0,0,24.6256876007812,0,17.5137650932327,0,0,0,0,0,0,13.6689596931226,0,0,0,18.4103072443702,21.6888009793094,16.3930081160434,11.9308896468916,17.6110931008983,0,25.8720311949385,0,0,21.0383471994373,16.729599504814,0,22.8073155587459,0,0,18.7247015771139,16.7622790666124,14.8254064177506,0,0,22.2945199761428,20.2500455245178,0,26.4178964651853,19.2288263550999,0,14.3005325193935
gene 419,0,49.6504148471371,47.2281597482149,0,46.6832417693152,44.7380384326094,35.9597203007923,0,44.4960670177256,0,0,41.5400483829461,34.984577684404,0,0,44.3599574141607,0,44.4312237970105,36.8695401820689,43.4476933362937,36.1240171857292,36.3498937266237,0,0,0,44.6805936098232,33.276491836932,0,49.486973886161,34.7540547164099,44.8485475129148,0,34.6750678961564,34.2001340739902,44.6082441477914,0,0,51.9598674524966,0,0,34.7786197138303,0,34.6060504852651,47.5754174508287,43.3622981617535,41.7721441820134,45.7189485415414,0,33.5202178942451,0,0,0,45.208056407172,44.0600671599539,47.0945461560811,0,0,33.8369589240903,40.5927562447997,38.0088672782666,0,52.5377560899192,46.7497888056357,46.4659316936049,37.8265325422713,44.9782285631787,0,43.7227955810281,0,0,0,41.9136537983998,0,0,0,44.3836482410633,38.2017553191723,46.5790529008195,51.939835696786,0,46.0512952593111,45.723408924445,41.1954865916275,36.1166524953084,0,49.9076952074739,0,0,32.8808885160667,43.0379927760351,38.7065649238478,44.2220213998908,0,38.4628834632912,44.3297078677432,0,0,0,46.5656797168449,0
gene 420,23.601793268118,0,0,0,20.1558771676876,0,0,19.6769828675135,18.3885865337194,0,22.1026979969547,25.0719264277004,19.6320719682197,22.2791202922282,21.1714990270918,22.2722236710653,21.115099750575,22.6090318378442,0,25.262452669708,20.1540865188019,0,0,0,23.1265358948269,23.364204343703,22.2365237942577,0,26.2493862184592,21.5381503172951,22.1675453642697,22.6467522690852,23.2802561612087,0,19.3163849179317,0,0,0,18.7721667430012,0,23.4134151328507,21.6377612910502,21.4668666483671,18.5159925076769,0,17.17919277471,22.7646514340439,21.0202387417101,20.031084751184,25.0215829629755,0,25.9023910558854,0,24.1339467482854,23.4836800507958,0,20.5468643589847,0,0,25.976004857336,21.3833997070803,24.4237125815164,0,0,21.2883629876481,0,22.4947024706601,0,0,0,20.3971652025673,0,0,17.6785448051933,16.7433131042328,0,0,20.3629902739173,27.4898755173024,0,0,22.4179785619682,0,19.8575620677909,0,0,0,23.5097541303686,20.7193580222033,0,24.8900989445653,18.8103368936225,0,0,15.8357681334614,0,25.877342037454,0,22.9268342549197,20.6019577558057
gene 421,40.3995296213292,0,0,0,0,43.0744312500842,42.0524585551749,40.4065360380084,31.0478117435941,43.2876854544196,40.539094522702,28.5476510593453,39.6933006287495,38.4411331160329,39.4969451995106,0,28.9397590809298,27.3778065676029,0,0,44.9010213988723,0,47.7273676006522,30.7185507259986,40.2994271518894,27.1426957313469,0,31.4159204680185,0,0,28.2010712134407,42.4505855304422,38.3858218733948,37.8965340453935,0,27.2151345269599,40.0762434829873,0,26.8045986247915,0,0,0,39.1557709279279,31.7432168671025,40.7430858918894,0,28.1061088222489,0,0,38.3259899144851,0,31.7907487717475,0,40.6712234609157,32.1931476375448,0,27.4751543635789,0,0,0,25.1573686335695,0,43.9925351257839,31.7803105524287,41.2882352929853,0,0,26.4729608342959,0,0,34.0824396252239,27.6192819971503,43.6563240343665,0,0,38.5704202568935,40.2481655573282,0,47.3669917594805,32.3172074712503,40.5094269167008,0,0,37.5823451171267,0,0,29.1991854100012,0,38.0378730574186,0,40.4600604759862,39.1397067591861,0,0,39.9241581259763,0,0,42.2858540164285,45.3393088394828,40.3831556323844
gene 422,0,0,28.1211438565827,26.8558007892474,25.1948464596097,22.1300206826382,0,0,0,0,13.5333970567357,19.5121660737091,0,0,0,23.2504555803685,0,18.6159903552692,0,25.262452669708,23.7030449890148,0,0,0,0,22.3811866068897,0,0,0,0,0,22.3995858584903,0,20.0189626006899,18.2956538485007,17.4712974960817,20.0921773902418,23.7127797775906,22.0898381670094,21.8478968159709,0,0,21.7155291967658,24.8554143846523,22.9659182562416,18.5618089751263,0,0,0,0,21.8090048421137,0,20.4937523048555,0,20.0106693841667,0,21.4493157104497,18.3867207776642,0,24.5835582823706,14.1813464133822,0,0,24.4913569888351,22.7663564652385,27.5278702400397,0,0,26.3915479597374,0,17.2138230091738,21.1807432822138,0,0,0,21.1316501599354,21.002833034368,23.3408867021153,0,0,22.3306595748244,0,0,20.4509154652742,0,0,0,16.9179076859537,19.9396876299542,21.4379985652798,0,0,22.1770259972317,0,0,20.8495420016407,24.4289640274491,0,18.3514888714947,0
gene 423,0,19.2776965319057,18.7341674469802,16.3662894294995,0,24.6369703397634,17.4649647826381,21.536294246134,0,0,0,0,0,17.8999000428763,0,14.2149830696308,21.5332973477394,20.4418346949327,0,21.6211113329386,22.4505106994363,0,0,20.9413089685033,0,15.8173909345968,20.1786764324083,0,14.7991786259956,20.8301205297771,0,0,16.9562118671873,18.8704960794799,0,0,17.2736206231383,0,18.0071984378693,0,21.0309690678531,21.0099732980003,20.0596748487565,0,0,0,17.4094564688649,18.99661645387,19.6632642260555,21.5829123599124,0,23.5403540026551,0,22.6740631571764,18.9532504081362,0,21.4493157104497,19.2365350684825,18.7177530603654,0,0,22.8330063410549,0,20.1658730352376,0,0,0,23.0566035824212,0,0,0,22.7306429319968,19.8775697001536,17.6785448051933,17.2826412582314,0,14.4251847628175,18.8380044974313,0,0,0,24.4215234399083,0,20.994762820217,0,21.5700152358675,12.4770591269759,21.1358363439588,0,0,0,21.1475004083978,0,17.2951115575972,16.4912530980483,14.9817515818705,23.7048944168615,0,18.3514888714947,19.8773826955193
gene 424,11.3995466878303,0,0,9.13052196568709,0,0,0,0,0,0,13.5333970567357,11.4832815467313,4.62156472917422,0,0,0,0,12.0304092455395,12.2275203714668,0,0,0,0,0,4.66807014617895,0,10.52867480899,0,13.2932793506169,11.3857974094223,0,0,11.9005262112,0,11.4800391091111,0,0,15.3241616282327,0,0,0,0,9.13398232319281,0,4.72746152759259,0,0,0,0,4.83983480533951,11.1643796049103,12.2569452783899,4.82441196089106,0,0,0,17.4850572210809,7.45919606159058,12.1583180076588,5.29378113312401,4.72711547112738,0,8.35618957614862,7.99053813878891,0,0,0,4.84903240548392,11.1582148321185,0,4.80167449609616,0,5.22083443941473,0,9.34085815450778,0,15.4150634636302,0,6.07704189405292,10.5451836313991,0,0,0,0,0,8.36403084666972,10.3196193330847,4.89037204690228,0,0,0,11.1792866062572,16.2768642983782,0,0,0,0,12.1605497080451,8.40786143510424,4.76684417313116
gene 425,23.3442035503356,11.1450079996086,5.06268683560428,0,7.98657736998167,22.3996661242437,17.9215513286182,18.6806951580216,0,25.6975109016495,0,10.3147933625414,0,19.8096741171621,19.935838321242,0,0,4.65399758881732,24.8240121706642,0,23.0991635926837,17.5278442882634,0,5.5002250636476,0,0,0,11.6055434197246,0,0,0,0,17.6765329486845,18.2068168798383,0,0,20.8245821975961,18.7919333676701,15.5736679097603,0,0,22.2131702141863,0,0,0,14.8575606668743,0,19.9424570672205,18.861983579325,16.0775832144711,0,0,0,26.0973365372998,0,0,8.74252861054048,18.3867207776642,22.2143105530784,0,0,0,19.5093421994702,13.0320063975983,0,9.75498641865231,0,0,21.7383459131325,21.151501717041,0,0,0,0,16.1570300224551,20.813620009698,22.9141404710045,22.3601792400005,0,0,25.1609885439161,10.0541864879267,7.01278239981243,0,0,0,4.44441813500055,22.1219009423318,19.0508933022981,0,25.9782288767587,17.260363641963,15.2316450345719,21.6070837019276,0,5.33660758892924,11.4493440208261,0,0,0
gene 426,4.9095175311117,0,0,0,0,9.53088113769159,15.2382318894267,0,4.96929768739937,0,11.193303204523,0,4.62156472917422,0,0,0,0,4.65399758881732,0,0,0,0,0,0,0,12.3083225335634,0,7.92201582868006,0,4.90359603921093,0,0,4.23905296679685,0,0,4.58882816384233,7.63691138578172,0,0,0,7.17793488087982,4.78334584587208,0,10.7046443166699,0,0,0,4.47197283704833,9.43099178966251,7.67095667614821,0,0,0,10.5295088539796,0,0,15.1220899510724,0,0,12.2917791411853,0,0,0,0,0,0,11.5464499348397,4.84903240548392,0,8.38108426386232,0,0,5.22083443941473,0,7.40245494972512,0,0,0,0,5.27259181569954,13.1843470621865,5.02709324396336,14.6981135936459,0,0,0,0,0,13.9729078441178,0,7.41270320887531,0,5.42562143279274,0,9.53408242510336,0,0,0,0,0
gene 427,18.6922757370063,0,0,19.7307297022446,0,18.6180549423549,0,21.0573287176338,21.4769472870301,0,21.8067048028235,0,21.1897009779194,0,12.8833486202126,0,18.1244806116329,0,0,0,12.1339691547329,18.6151805522526,17.8232993301304,16.5006751909428,0,19.0460364978286,20.1786764324083,19.0300565118857,0,16.2893934486332,0,0,0,0,19.3163849179317,0,0,19.6930373377639,0,13.8296769650978,0,0,0,19.8059454989895,0,15.892641817285,22.7646514340439,17.0263877924439,0,0,22.3287592098204,0,0,22.2518294540364,0,19.7514518690683,24.5433807260302,0,0,20.682223724212,16.9465317005704,0,18.9005268363002,19.1946589895753,22.7663564652385,13.6928545685043,19.4281281846836,19.8202397734342,0,17.5659419507243,22.5699815150356,15.5886124300106,10.4416688788295,0,20.5140070078748,19.7597819317103,0,20.8082415203448,0,0,22.8148236469951,15.0812797318901,0,18.4793217924054,21.0618258936693,24.19537860953,0,0,0,16.1753318735681,18.7075800354962,0,18.7695663353593,21.6070837019276,0,22.2532534079629,0,21.8462913937877,19.6299813938376,20.2492085153421
gene 428,15.5628023668903,5.57250399980428,17.5140189143482,0,7.98657736998167,0,10.6510670098258,7.10041578748451,0,12.411767697334,0,10.3147933625414,0,12.294025521792,12.8833486202126,0,0,10.806247755013,13.2794922517523,0,18.2009537320993,0,11.8821995534202,5.5002250636476,0,12.3083225335634,18.4246822924339,0,0,20.4476277208792,0,10.9382667192453,14.0818291461181,0,0,0,12.45526600446,0,0,14.9247280196304,10.5154845339265,0,12.8211651165013,0,15.704287266009,0,0,0,4.71549589483126,0,0,0,7.64651204604294,13.6044378943058,0,0,4.37126430527024,0,0,0,0,0,0,0,17.6611416279727,0,4.97278531590352,9.69806481096784,0,0,12.4121485130777,12.650276882963,0,0,7.40245494972512,0,15.4150634636302,8.06864399667718,0,14.8020365858048,12.1399123724855,0,0,0,16.9986160325734,0,0,0,0,7.41084006927818,18.7075800354962,0,5.42562143279274,16.6076752833823,9.53408242510336,0,0,0,0,0
