M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene 495,0,0.301029995663981,0,0.698970004336019,0,0,0.301029995663981,0,0,0.602059991327962,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0.301029995663981,0.845098040014257,0,0.301029995663981,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0.602059991327962,0,0,1.04139268515822,0.301029995663981,0,0.845098040014257,0,0,0.698970004336019,0,0,0.602059991327962,0.477121254719662,0,0.477121254719662,0.477121254719662,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0.301029995663981,0,0,0,0.301029995663981,0.778151250383644,0,0,0,0.778151250383644,0,0,0,0.301029995663981,0.602059991327962,0,0,0,0.301029995663981,0,0,0.477121254719662,0,0,0.477121254719662,0,0,0,0.477121254719662,0.301029995663981,0.698970004336019,0
gene 496,0.698970004336019,1.25527250510331,0,0.602059991327962,0,1.07918124604762,0,1.07918124604762,0,0.301029995663981,1.07918124604762,0.845098040014257,0.845098040014257,1.20411998265592,1.11394335230684,0,0,0.477121254719662,0.778151250383644,0.903089986991944,0,1.30102999566398,0,0.845098040014257,0,0,0,1.04139268515822,0.602059991327962,0.845098040014257,0.477121254719662,0.301029995663981,0,0,0,0.698970004336019,1.17609125905568,0.903089986991944,0,0.903089986991944,0,0,1,0.602059991327962,0.698970004336019,0,0.954242509439325,1.14612803567824,1.07918124604762,0,0,0.778151250383644,1.11394335230684,0,0,0.301029995663981,0,1.07918124604762,0,0.845098040014257,0.778151250383644,1.11394335230684,0,0,0,1.17609125905568,0,1.07918124604762,0.903089986991944,0.602059991327962,0.778151250383644,0,0.698970004336019,0.778151250383644,0,0,0,0.903089986991944,0,0,0,0,0,0,0,0.602059991327962,0.903089986991944,0,1.04139268515822,0,1.07918124604762,0,0,0.903089986991944,0,0,0,0.698970004336019,0,0.602059991327962
gene 497,0,0.778151250383644,0,0,1.25527250510331,0,1.60205999132796,0,0,0.778151250383644,0,0,0,1.25527250510331,0,1.20411998265592,1.36172783601759,0,0,0,0.903089986991944,1.39794000867204,0.954242509439325,1.07918124604762,0,0,1.17609125905568,1.39794000867204,0,1.14612803567824,0.903089986991944,1.32221929473392,1.14612803567824,1.07918124604762,1.32221929473392,0.903089986991944,1.20411998265592,0,1.20411998265592,1.17609125905568,0.954242509439325,0,1.27875360095283,1.32221929473392,1,0,0.954242509439325,1,0,0.845098040014257,1.04139268515822,0,0,0,0,0.698970004336019,0,0,1.49136169383427,0,1.27875360095283,0,0.602059991327962,0,0.778151250383644,1.23044892137827,0.698970004336019,0.778151250383644,1.23044892137827,0.477121254719662,0,0,0.602059991327962,1.11394335230684,0,0.954242509439325,0,1,0.954242509439325,1,0,1.07918124604762,1.30102999566398,0,0,0,0.845098040014257,0,1.32221929473392,1.17609125905568,0,0,0.845098040014257,0,0.903089986991944,0,0,0,0,0
gene 498,1.47712125471966,0,0,1.39794000867204,0,1.65321251377534,1.54406804435028,1.47712125471966,1.17609125905568,1.41497334797082,1.34242268082221,0,1.53147891704226,1.53147891704226,0,0,0,0,0,0,0,1.43136376415899,0,0,0,1.49136169383427,1.38021124171161,1.44715803134222,1.32221929473392,1.20411998265592,0,1.27875360095283,1.46239799789896,1.41497334797082,1.27875360095283,0,0,0,1.41497334797082,0,0,0,1.54406804435028,0,1.23044892137827,0,0,1.23044892137827,0,0,0,1.27875360095283,1.27875360095283,0,1.36172783601759,0,0,0,0,1.38021124171161,1.55630250076729,1.07918124604762,1.32221929473392,0,1.39794000867204,1.32221929473392,1.27875360095283,1.27875360095283,1.46239799789896,1.50514997831991,0,0,1.46239799789896,0,1.44715803134222,1.51851393987789,1.11394335230684,1.23044892137827,1.04139268515822,1.41497334797082,0,1.38021124171161,1.44715803134222,1.38021124171161,1.46239799789896,1.39794000867204,1.43136376415899,1.44715803134222,0,1.34242268082221,1.43136376415899,0,0,0,0,0,1.38021124171161,0,1.34242268082221,1.46239799789896
gene 499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0.301029995663981,0,0,0,0.477121254719662,0,0,0.477121254719662,0,0.301029995663981,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 500,0,1.82607480270083,1.77815125038364,1.6232492903979,1.63346845557959,1.73239375982297,1.61278385671974,1.81954393554187,0,0,0,1.7481880270062,0,1.60205999132796,1.60205999132796,1.57978359661681,0,1.78532983501077,0,1.67209785793572,0,1.79239168949825,1.64345267648619,0,0,1.83884909073726,1.80617997398389,0,0,1.56820172406699,1.69019608002851,0,1.83884909073726,1.79934054945358,0,1.51851393987789,1.53147891704226,0,0,1.88649072517248,1.89209460269048,0,1.85125834871908,0,1.60205999132796,1.85125834871908,1.67209785793572,0,0,0,1.63346845557959,0,0,0,0,1.47712125471966,0,1.69019608002851,1.72427586960079,0,1.67209785793572,0,1.69019608002851,1.81954393554187,0,1.72427586960079,0,1.69019608002851,1.69897000433602,1.36172783601759,1.94939000664491,0,0,1.7160033436348,0,1.32221929473392,0,1.81291335664286,1.6232492903979,0,0,1.69019608002851,1.95904139232109,1.55630250076729,1.77085201164214,0,0,0,0,0,0,0,1.56820172406699,0,1.78532983501077,1.66275783168157,0,0,1.7160033436348,0
gene 501,0.477121254719662,0,0,0.301029995663981,0,0,0,0,0,0,0.698970004336019,0,0,0,0,0,0.698970004336019,0.698970004336019,0,0.301029995663981,0,0,0.301029995663981,0,0,0.698970004336019,0,0,0,0,0,0,0,0.602059991327962,0.698970004336019,0,0,0,0,0.477121254719662,0,0.477121254719662,0.602059991327962,0,0.477121254719662,0.602059991327962,0,0.301029995663981,0.477121254719662,0,0,0.477121254719662,0,0,0,0,0.698970004336019,0.698970004336019,0.602059991327962,0.845098040014257,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0.698970004336019,0,0,0,0,0,0,0,0,0.778151250383644,0,0,0.845098040014257,0,0,0.602059991327962,0,0,0,0,0.602059991327962,0,0.477121254719662,0,0,0,0.301029995663981,0.301029995663981,0,0,0.477121254719662,0
gene 502,1.07918124604762,0,0.845098040014257,0.845098040014257,0,0,0.698970004336019,0.602059991327962,0,0,0.477121254719662,0,0.602059991327962,0,0.602059991327962,0,1,0,0,0,0.477121254719662,0,0.903089986991944,0.778151250383644,1.30102999566398,0.903089986991944,1.11394335230684,0.602059991327962,0,0,0,0.778151250383644,0.698970004336019,0.903089986991944,0,0.301029995663981,1,0,0.698970004336019,0.698970004336019,0.845098040014257,0.954242509439325,0.778151250383644,1,0,1,0.602059991327962,0,0,0.698970004336019,0.477121254719662,0,0.477121254719662,0,0,0,1.17609125905568,0,0,0,1.23044892137827,0.477121254719662,0.602059991327962,0,0,1.07918124604762,0.778151250383644,1,0.778151250383644,0.954242509439325,1,0.602059991327962,1,0.602059991327962,0.301029995663981,0,0.698970004336019,0.477121254719662,0,0,0,0,0.845098040014257,0,0,0.903089986991944,0,0.954242509439325,1.04139268515822,0.602059991327962,0.954242509439325,0.602059991327962,1.30102999566398,0,1.04139268515822,0.477121254719662,0.477121254719662,0.845098040014257,0,0
gene 503,1,0,0,1.23044892137827,0.845098040014257,1.04139268515822,0,1.07918124604762,0,0,0,0,0.845098040014257,1.11394335230684,0,0,1.17609125905568,0,1.36172783601759,1.07918124604762,0,0,0,0,0,0.954242509439325,0,0,0,0.903089986991944,0,0,0,1.20411998265592,1.17609125905568,0.903089986991944,0,1.25527250510331,0.778151250383644,0,0,0,0,0.698970004336019,0,0,0,1.38021124171161,0,1.04139268515822,1.07918124604762,0.778151250383644,1.25527250510331,1.17609125905568,0,0,0,1.20411998265592,1.11394335230684,0,0,0.698970004336019,0.903089986991944,0,0,0,0.954242509439325,0,0.954242509439325,0,0,1.11394335230684,0,0,0.903089986991944,1.20411998265592,0,0,0,0.903089986991944,0,0.845098040014257,0,1.38021124171161,1.04139268515822,0,1.27875360095283,1.04139268515822,1.44715803134222,0.778151250383644,1.04139268515822,0.845098040014257,1.20411998265592,0,0.954242509439325,1,0,0.954242509439325,0,1.41497334797082
gene 504,1.69019608002851,1.47712125471966,0,1.68124123737559,0,1.85733249643127,0,0,0,2.00432137378264,0,1.72427586960079,0,1.91907809237607,1.5910646070265,1.69897000433602,1.92941892571429,1.91907809237607,1.93951925261862,1.83884909073726,0,1.66275783168157,0,1.7160033436348,1.85733249643127,1.85125834871908,2.03342375548695,0,0,1.7481880270062,1.77085201164214,1.82607480270083,0,1.88649072517248,0,0,1.79934054945358,1.73239375982297,0,0,0,1.89762709129044,1.90848501887865,0,0,2.08278537031645,0,2.04139268515822,0,0,1.75587485567249,1.85733249643127,1.86332286012046,1.83884909073726,0,1.55630250076729,1.99563519459755,1.64345267648619,1.92427928606188,1.66275783168157,1.79239168949825,1.43136376415899,1.72427586960079,0,1.97772360528885,1.84509804001426,0,0,1.86923171973098,1.6232492903979,1.85125834871908,0,0,0,1.80617997398389,0,0,0,1.60205999132796,0,0,1.85733249643127,0,1.81954393554187,1.91907809237607,1.60205999132796,0,1.77815125038364,1.81291335664286,1.85125834871908,0,1.7160033436348,1.69019608002851,1.75587485567249,1.75587485567249,1.70757017609794,1.78532983501077,1.77815125038364,1.80617997398389,1.90308998699194
gene 505,1.73239375982297,0,0,0,0,0,1.66275783168157,1.20411998265592,0,1.23044892137827,0,0,1.49136169383427,0,1.17609125905568,0,1.51851393987789,0,1.07918124604762,1.54406804435028,0,1.36172783601759,1.11394335230684,0,0,1.32221929473392,1.44715803134222,1.30102999566398,1.07918124604762,0,0,0,1.51851393987789,0,0,1.17609125905568,1.41497334797082,1.04139268515822,0,1.68124123737559,1.46239799789896,1.51851393987789,0,1.34242268082221,0,1.63346845557959,0,1.60205999132796,1.41497334797082,1.54406804435028,0,1.43136376415899,0,1.43136376415899,1.25527250510331,1.30102999566398,0,0,0,0,0,0,1.60205999132796,0.954242509439325,0,0,1.5910646070265,0,0,1.25527250510331,0,1.50514997831991,1.38021124171161,0,0,0,0,1.27875360095283,0,1.46239799789896,1.11394335230684,1.38021124171161,1.56820172406699,1.50514997831991,1.46239799789896,1.39794000867204,0,0,0,0,1.32221929473392,0,1.27875360095283,0.845098040014257,0,0,1.67209785793572,0,1.43136376415899,0.903089986991944
gene 506,0,0.301029995663981,0.602059991327962,0,0.477121254719662,0,0.301029995663981,0.602059991327962,0,0,0.301029995663981,0.477121254719662,0.698970004336019,0.477121254719662,0,0,0.602059991327962,0.778151250383644,0.477121254719662,0,0.698970004336019,0,0.954242509439325,0,0.698970004336019,1.07918124604762,0,0.602059991327962,0,0,1.30102999566398,0,0.602059991327962,0.477121254719662,0,0,0.778151250383644,0.301029995663981,0,0.602059991327962,0,0,0,0,0,0.778151250383644,0.602059991327962,1,0,0,0.301029995663981,0.477121254719662,0,0.778151250383644,0.477121254719662,0,0.954242509439325,0.477121254719662,0,0,0.778151250383644,0.477121254719662,0,0.954242509439325,0.778151250383644,0.602059991327962,0,0,0.301029995663981,0.845098040014257,0.845098040014257,0.602059991327962,0.845098040014257,0.602059991327962,0.698970004336019,0,0,0.698970004336019,0,0,0,0.903089986991944,1,0,0.845098040014257,0,0,0,0,1.07918124604762,0.602059991327962,0,0,0,0,0,0.845098040014257,0,0.301029995663981,0.602059991327962
gene 507,2.80888586735981,2.87448181769947,0,0,0,0,0,0,2.9604707775343,0,2.64048143697042,0,0,2.81822589361396,2.64836001098093,2.79379038469082,0,0,0,0,0,2.78816837114117,0,2.85733249643127,2.8228216453031,3.11461098423217,0,0,2.987219229908,0,2.84385542262316,2.99869515831166,2.96236933567002,0,0,0,2.74741180788642,0,0,2.89042101880091,2.94939000664491,2.8733206018154,2.82412583391655,2.99431715266964,2.74663419893758,2.82865989653532,0,0,0,0,2.42488163663107,2.90633504180509,3.04375512696868,2.83250891270624,2.97634997900327,0,0,2.82865989653532,2.8767949762007,2.79028516403324,0,0,2.58319877396862,3.0542299098634,2.85247999363686,0,0,2.96520170102591,0,2.65127801399814,0,0,2.72835378202123,0,2.80413943233535,2.77670118398841,2.71180722904119,0,2.57518784492766,0,0,0,3.1156105116743,0,0,2.83442070368153,2.94101424370557,0,2.89652621748956,2.78031731214015,2.88081359228079,2.7701152947871,0,0,2.68033551341456,2.90633504180509,0,2.91009054559407,0,2.70926996097583
gene 508,0,1.20411998265592,0,1.36172783601759,1.11394335230684,0,1.47712125471966,0,1.36172783601759,0.778151250383644,1.43136376415899,0,1.50514997831991,0,0,1.32221929473392,1.17609125905568,0,1.44715803134222,1.07918124604762,1.23044892137827,1.30102999566398,0,0.778151250383644,1.30102999566398,0,1.46239799789896,1.11394335230684,0,1.11394335230684,1.04139268515822,0,1.25527250510331,0,0,0,1.43136376415899,0,1.36172783601759,1.25527250510331,0.845098040014257,1.34242268082221,1.14612803567824,0.954242509439325,1.39794000867204,1.39794000867204,0.477121254719662,0,0,0,0,0,1.25527250510331,0,1.30102999566398,1.07918124604762,0,1.34242268082221,1.53147891704226,1.23044892137827,1.14612803567824,1.17609125905568,1.07918124604762,0,1.14612803567824,0,0.903089986991944,1.43136376415899,0,1,1.30102999566398,0,0.903089986991944,0,0.903089986991944,1.50514997831991,0,1.20411998265592,1.20411998265592,1.34242268082221,1.27875360095283,1.23044892137827,0,0,1.38021124171161,1.11394335230684,1.50514997831991,0,0,0.845098040014257,0,1.11394335230684,0,1.23044892137827,0.778151250383644,0,1.11394335230684,1.25527250510331,1.04139268515822,1.07918124604762
gene 509,1.47712125471966,1.11394335230684,1.63346845557959,1.23044892137827,1.49136169383427,1.47712125471966,1.54406804435028,1.65321251377534,1.44715803134222,0,1.34242268082221,0,0,1.61278385671974,0,0,0,1.51851393987789,0,1.20411998265592,0,1.32221929473392,0.477121254719662,0,1.50514997831991,1.46239799789896,1.41497334797082,0,0,0,1.50514997831991,0,1.64345267648619,1.38021124171161,1.38021124171161,1.20411998265592,1.46239799789896,0,1.43136376415899,0,1.5910646070265,1.75587485567249,1.86332286012046,1.25527250510331,0,0,0,0,1.46239799789896,1.43136376415899,0,1.41497334797082,1.38021124171161,1.73239375982297,1.51851393987789,1.36172783601759,1.54406804435028,0,1.49136169383427,0,1.56820172406699,1.04139268515822,0,0,1.30102999566398,1.30102999566398,0,1.53147891704226,1,0,0,1.44715803134222,1.41497334797082,0,0,0,0,0,1.07918124604762,1.11394335230684,0,1.41497334797082,1.23044892137827,1.36172783601759,1.67209785793572,1.30102999566398,0,0,0,1.63346845557959,0,0,1.25527250510331,1.38021124171161,0,0,1.47712125471966,1.63346845557959,1.38021124171161,0
gene 510,1.88081359228079,1.70757017609794,1.79239168949825,0,1.78532983501077,0,1.78532983501077,1.7160033436348,1.73239375982297,0,0,0,1.92941892571429,0,0,1.69019608002851,1.85733249643127,1.7481880270062,0,0,0,0,1.57978359661681,1.43136376415899,1.79239168949825,1.61278385671974,1.89762709129044,1.6232492903979,1.49136169383427,1.81954393554187,1.51851393987789,0,0,1.72427586960079,1.70757017609794,1.74036268949424,1.50514997831991,1.47712125471966,0,1.82607480270083,0,0,0,1.25527250510331,1.57978359661681,0,0,1.54406804435028,0,1.60205999132796,0,1.70757017609794,0,0,1.6232492903979,0,2.06069784035361,0,1.85125834871908,1.64345267648619,1.75587485567249,0,0,1.7481880270062,1.60205999132796,1.83250891270624,1.66275783168157,0,0,1.66275783168157,0,0,1.7481880270062,1.56820172406699,0,1.60205999132796,1.5910646070265,1.72427586960079,1.67209785793572,0,2.01283722470517,0,1.77815125038364,1.83884909073726,0,0,1.85125834871908,0,0,1.93951925261862,1.66275783168157,1.76342799356294,1.56820172406699,0,1.68124123737559,0,0,0,0,1.72427586960079
gene 511,0,1.88081359228079,1.63346845557959,1.39794000867204,1.64345267648619,1.66275783168157,0,1.6232492903979,1.50514997831991,1.46239799789896,1.55630250076729,1.64345267648619,0,0,0,0,1.49136169383427,0,1.7160033436348,0,1.11394335230684,1.68124123737559,0,1.39794000867204,0,0,0,1.39794000867204,0,0,1.30102999566398,0,1.63346845557959,1.56820172406699,1.6232492903979,0,1.46239799789896,0,1.7481880270062,1.68124123737559,1.60205999132796,1.68124123737559,0,0,0,0,1.50514997831991,1.83250891270624,0,0,0,0,1.61278385671974,0,0,0,1.67209785793572,1.36172783601759,0,1.67209785793572,1.56820172406699,1.17609125905568,1.57978359661681,0,0,0,0,0,1.49136169383427,1.34242268082221,0,1.25527250510331,0,1.70757017609794,1.5910646070265,1.6232492903979,0,1.49136169383427,0,1.54406804435028,0,0,1.64345267648619,1.63346845557959,1.83884909073726,0,0,0,1.79239168949825,1.36172783601759,1.66275783168157,1.69897000433602,1.38021124171161,0,1.30102999566398,0,0,1.66275783168157,1.49136169383427,1.63346845557959
gene 512,0,0,0.602059991327962,0,0,0,0.477121254719662,0.903089986991944,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0.301029995663981,0.301029995663981,0,0,0.301029995663981,0.477121254719662,0,0.602059991327962,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0,0,0,0.698970004336019,0,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0.301029995663981,0,0,0,0,0,0,0.301029995663981,0,0,0
gene 513,2.15836249209525,0,2.0899051114394,2.17609125905568,0,2.18184358794477,0,0,2.12057393120585,0,0,0,0,2.2380461031288,0,0,0,2.16136800223497,2.29003461136252,2.23552844690755,0,2.04139268515822,0,0,2.06818586174616,2.10720996964787,2.46538285144842,0,2.00432137378264,2.20411998265593,2.13033376849501,0,0,2.05690485133647,2.02938377768521,2.00860017176192,2.12385164096709,0,2.00432137378264,2.25767857486918,0,2.20951501454263,2.18752072083646,0,0,2.39445168082622,2.04532297878666,0,2.13987908640124,1.83250891270624,2.00860017176192,2.17318626841227,0,0,0,0,2.2380461031288,0,0,1.96848294855394,2.23299611039215,0,0,2.12385164096709,0,2.19589965240923,1.99563519459755,0,1.91381385238372,2.04532297878666,2.24551266781415,2.08635983067475,0,2.05307844348342,0,0,2.00860017176192,2.08278537031645,2.08635983067475,1.99122607569249,0,2.11394335230684,2.15836249209525,2.21218760440396,0,0,2.27875360095283,0,2.20139712432045,2.14921911265538,0,2.12710479836481,1.93449845124357,2.19865708695442,2.1846914308176,2.13353890837022,0,2.24303804868629,0,1.94448267215017
gene 514,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602059991327962,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene 515,0,0.301029995663981,0.301029995663981,0,0,0,0,0,0,0,0.778151250383644,0.301029995663981,0,0,0,0,0,0,0,0.778151250383644,0,0,0.301029995663981,0,0.954242509439325,0,0.954242509439325,0,0,0,0.903089986991944,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0.954242509439325,0.301029995663981,0.602059991327962,0,0,0.301029995663981,0,0.845098040014257,0.477121254719662,0,0.602059991327962,0.477121254719662,0.602059991327962,0,0,0.602059991327962,0,0,0,0,0,0.477121254719662,0,0.954242509439325,0.954242509439325,0.698970004336019,0.602059991327962,0.698970004336019,0,0,0.301029995663981,0,0,0,0,0,0.602059991327962,0.602059991327962,0.477121254719662,0,0,1.25527250510331,0.602059991327962,0,0.301029995663981,0,0,0,0,0.602059991327962,0.477121254719662,0,0.845098040014257,0,0.698970004336019,0,0,0,0,0,0.602059991327962
gene 516,1.11394335230684,0.954242509439325,0,1.25527250510331,0,1.30102999566398,0,0.778151250383644,0,0,0,0,0,0,0,0,0,0,0.778151250383644,0,0,1.32221929473392,0.845098040014257,1,0.845098040014257,0,1.04139268515822,1.17609125905568,0,1.36172783601759,0.845098040014257,0,0,0,1.27875360095283,0.903089986991944,1.04139268515822,1.20411998265592,0.903089986991944,1,1.11394335230684,0,0,0.602059991327962,0,1,0.301029995663981,1,1.11394335230684,0.845098040014257,1,0,0.954242509439325,0.903089986991944,1.20411998265592,0.903089986991944,1.20411998265592,0.845098040014257,1.27875360095283,1.17609125905568,0.845098040014257,0.845098040014257,0.602059991327962,0,0,0,0.602059991327962,1.23044892137827,0,1,0.954242509439325,0,0,0,1.20411998265592,1.36172783601759,0,0,0.954242509439325,0,0,1.25527250510331,0.954242509439325,1.30102999566398,1.04139268515822,1.23044892137827,1.32221929473392,0,0,1.17609125905568,0.477121254719662,0.477121254719662,0.698970004336019,0.845098040014257,0,0,0,0,0.903089986991944,0.954242509439325
gene 517,0,0,0,0,0,0,0,0.903089986991944,0,0,0.301029995663981,0,0,0,0.698970004336019,0,0,0,0,0,0,0.301029995663981,0.477121254719662,0,0,0,0.698970004336019,0.301029995663981,0,0.301029995663981,0,0,0.698970004336019,0,1.07918124604762,0.477121254719662,0.301029995663981,0.602059991327962,0.301029995663981,0.698970004336019,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0.477121254719662,0,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0.602059991327962,0,0,0.602059991327962,0,0,0.602059991327962,0,0,0.845098040014257,0,0,0,0.602059991327962,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0,0.477121254719662,0,0,0,0.301029995663981,0,0
gene 518,0.477121254719662,0,0,0.602059991327962,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0.602059991327962,0,0,0.301029995663981,0,0,0,0.477121254719662,1.11394335230684,0,0,1.25527250510331,0,0,0,0,0,0,0.477121254719662,0,0,0.301029995663981,0,0,0.477121254719662,0.954242509439325,0.778151250383644,0,0.698970004336019,0.477121254719662,0.778151250383644,0,0,0.903089986991944,0.301029995663981,0.477121254719662,0,0.778151250383644,0,0,0,0,0,0,0,0.301029995663981,0,0,0.301029995663981,0.477121254719662,0,0,0,0,0,0,0,0.477121254719662,1.11394335230684,0.845098040014257,0.602059991327962,0,0.301029995663981,0.301029995663981,0,0.477121254719662,0,0,0,0,0,0,0,0,0,0,0,0,0.778151250383644,0,0,0,0,0.698970004336019,0
gene 519,1.44715803134222,1,1.43136376415899,0,1.32221929473392,1.63346845557959,0,0,0,1.5910646070265,1.66275783168157,1.36172783601759,1.77815125038364,0,0,1.44715803134222,0,1.39794000867204,1.53147891704226,1.55630250076729,1.07918124604762,1.30102999566398,0,1.20411998265592,0,1.55630250076729,1.91907809237607,0,0,1.11394335230684,1.34242268082221,1.46239799789896,0,1.6232492903979,0,1.5910646070265,0,0,0,1.61278385671974,1.54406804435028,1.67209785793572,0,0,1.61278385671974,1.53147891704226,0,0,0,0,1.69897000433602,1.41497334797082,0,0,0,1.04139268515822,1.70757017609794,1.38021124171161,0,0,0,1.07918124604762,1.51851393987789,0,1.57978359661681,0,1.38021124171161,0,0,0,0,0,0,0,0,0,0,1.44715803134222,0.778151250383644,0,0,1.5910646070265,0,1.60205999132796,1.85125834871908,0,0,1.53147891704226,0,0,1.61278385671974,1.46239799789896,1.23044892137827,1.30102999566398,1.44715803134222,0,0,0,0,0
gene 520,1.38021124171161,1,1.38021124171161,1.30102999566398,0,0,0,0,1.23044892137827,0,0,0,0,1.44715803134222,0,0,1.44715803134222,0,0,1.38021124171161,1.14612803567824,0,0,1.27875360095283,1.36172783601759,1.30102999566398,0,1.46239799789896,0,0,0,0,1.47712125471966,1.38021124171161,0,1.44715803134222,1.14612803567824,0,0,1.69897000433602,1.34242268082221,1.27875360095283,1.27875360095283,1.51851393987789,0,1.43136376415899,0,1.38021124171161,0,0,0,0,1.6232492903979,0,0,1.14612803567824,0,1.34242268082221,0,0,1.32221929473392,0,1.27875360095283,0,0,1.07918124604762,0.698970004336019,1.53147891704226,0,0,0,0,0,0,1.43136376415899,0,0,0,1.30102999566398,0,1.50514997831991,0,0,0,0,1.17609125905568,1.51851393987789,1.32221929473392,0,1.23044892137827,0,1.50514997831991,0,1.23044892137827,0,0,0,0,1.41497334797082,0
gene 521,0,0.301029995663981,1.27875360095283,0,0,1.20411998265592,1.17609125905568,1.34242268082221,1.14612803567824,1.54406804435028,1.41497334797082,0.778151250383644,1.07918124604762,1.25527250510331,1.07918124604762,1.36172783601759,0.954242509439325,0,0,0,0,1.14612803567824,0.778151250383644,0,1.53147891704226,0,1.41497334797082,0,0,0,0.903089986991944,0,0,1.14612803567824,0,1.04139268515822,1.04139268515822,1.36172783601759,0,0,0,1.14612803567824,0,0,0,0,0.778151250383644,0.778151250383644,1.17609125905568,0.778151250383644,0,0,1.30102999566398,1.41497334797082,0,0,0,1,0,0,0,0,1.04139268515822,0,1.14612803567824,0.602059991327962,0.903089986991944,0,1.23044892137827,0,0,0.954242509439325,0.301029995663981,1.38021124171161,0,0.778151250383644,0,0,1.11394335230684,0,0,0,0,0,0,0,0,0.602059991327962,1.27875360095283,1.38021124171161,0.778151250383644,1.17609125905568,0.778151250383644,1.27875360095283,0,0,0.602059991327962,0,0,1.14612803567824
gene 522,2.28780172993023,2.14612803567824,0,0,0,0,0,0,0,2.32633586092875,2.40483371661994,2.3096301674259,2.39967372148104,2.52762990087134,0,2.38381536598043,0,0,2.41497334797082,0,2.08635983067475,2.29666519026153,2.18752072083646,0,2.24551266781415,0,2.50514997831991,2.28103336724773,2.19033169817029,2.31175386105575,0,2.46538285144842,2.46089784275655,0,0,2.33445375115093,0,2.06069784035361,2.36921585741014,0,2.2405492482826,2.4996870826184,2.32837960343874,2.2718416065365,2.31597034545692,0,0,2.27646180417324,0,0,2.16435285578444,0,2.41497334797082,2.35602585719312,0,2.03742649794062,2.43136376415899,2.28780172993023,0,2.14301480025409,0,0,0,0,0,0,2.22271647114758,0,2.12710479836481,2.25767857486918,2.38201704257487,0,0,2.3096301674259,0,2.31386722036915,0,0,2.05307844348342,0,2.40483371661994,0,2.3384564936046,0,0,0,0,2.26717172840301,2.44870631990508,0,2.22010808804005,2.25527250510331,2.18184358794477,2.23299611039215,0,2.20411998265593,0,2.37839790094814,0,2.41664050733828
